SMILES,Solubility
O=C1C=CC(=O)N1c2ccccc2,-2.3273175561
CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cc(Cl)ccc2C)C(=O)Nc3cc(C)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cc(Cl)ccc5C)C(C)=O)cc3C,-7.263233538400001
CCOC1=CC=C(C(=O)OCCNC(C)C2=CC=CC=C2)C=C1,-1.49
CCCCOC(=O)c1cccnc1,-1.8367
CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.71
O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CN=C2,-4.3
COc1ccc(NC(N)=O)cc1,-1.5917
O=C(OCC)c(ccc(N)c1)c1,-2.32
ICCI,-3.2196
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-5.8221
O=C1C=CC2=C(O1)C(O)=C1OC=CC1=C2,-3.22
Nc1nc(N)nc(n1)c2ccccc2,-2.4941685135
O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-5.15
CCCCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.18
[O-][N+](=O)c1ccccc1[N+]([O-])=O,-3.1017
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.4746
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,0.6249
CN(C)CCC=C2c1ccccc1COc3ccccc23,-3.4
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,-3.9923409786
Cc1cccc(C)c1OCC(O)=O,-2.2566445306
CC1=C(NC(=O)C2=CC(=C(Cl)C=C2O)[S](N)(=O)=O)C(=CC=C1)C,-3.9
CCCCCC1(CCO)C(=O)NC(=S)NC1=O,-2.38
CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)C(=O)Nc4ccccc4,-9.1969385027
OC(=O)CC[Ge](=O)O[Ge](=O)CCC(O)=O,-1.4932
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04
CCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCCC,-7.0740773653
OC(=O)C(S)CCC(S)C(O)=O,-2.4758
ClC1=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=CC=C1,-7.0
Nc1cccc(c1)[N+]([O-])=O,-2.0611
Cc1cc(C)c2ccccc2n1,-1.9424
CCCCCCCCCCNC(=O)c1cccnc1,-3.0765
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862
CC(\C=N\O)=N/O,-0.35
CCC#CCC,-2.1675
Clc1ccc(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-9.1
CNc1cccc2C(=O)c3ccccc3C(=O)c12,-6.3
CC1=NC2=C([NH]1)C=NC=N2,-0.41
CNC1=NC2=C(C=C(C=C2)Cl)C(=[N+](C1)O)C3=CC=CC=C3,-3.39
CC1=CCC2C(C1)C(=O)OC2=O,-1.0999943697
CCC(C)(C)c1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)CC,-8.545917916
CCN(CCC#N)c1ccc(cc1)N=Nc2c(Br)cc(cc2Br)[N+]([O-])=O,-4.3812486892
CC1=Nc2ccc(cc2C1(C)C)C(O)=O,-2.6625890537
Clc1ccc(C=O)cc1,-2.1770779444
CCOC(=O)C1=CNC(=S)N=C1,-1.74
CCS,-0.8459165595999999
C=CC1CC2CC1C=C2,-3.0798864018
Oc1cnc2ccccc2c1,-2.3925
O=C1NC(=O)N(C2CCCO2)C=C1F,-1.01
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(N)=O,-2.3525
CC(=O)OC(OC(C)=O)C(OC(C)=O)OC(C)=O,-2.1
C=CCCCC=C,-3.3396
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0.534
ON=C1C=CC(=NO)c2ncccc12,-3.7998
O=C(NC1CCCCC1)c2cccnc2,-2.319
CC(=O)c1ccccc1,-1.2803868403
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-5.7037
CC1=C(Cl)C(=O)C(=C(C)N1)Cl,-4.2834
O=CC1=CC=CC=C1C=O,-1.34
CCOCCOCC,-0.77
CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,-4.9437379631
CCCCC(CC)COCC(O)CO,-2.0550171187
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.55
C=CCC=C,-2.0866
O=COCc1ccccc1,-1.6731198028999998
CCCCNCCCC,-1.5039654481
ClC/C=C/CCl,-2.1675
CC[C@H](C)[C@H](NCCC#N)C(O)=O,-0.9818
CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC,-4.3499005787
O=C(NCCCCCCNC(=O)OCCCCO)OCCCCO,-1.93
COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,0.2567187446
CCCC=C(CC)C=O,-2.46
CC(C)(C)c1cc(CCC(=O)OCCCCCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-8.1064832759
Nc1cccnc1,1.0263
S=C(SSSSSSC(=S)N1CCCCC1)N2CCCCC2,-7.6317322062
COc1ccc(OC)c(C=O)c1,-2.3202
FC(=C)C(F)(F)F,-2.7599573667
CCCCCCCCC(C)C=O,-4.0270844645
CCCCC(CC)CN[S](=O)(=O)c1ccc(N)cc1,-5.453967766799999
O=C1CCCCCCCCCN1,-1.8862
CC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-5.06
C=CC=O,0.5693792548
Cc1ccc(cc1)N=Nc2cc(C)ccc2N,-3.9031
COc1ccccc1C(N)=O,-1.7815
o1c(cnc1c2ccccc2)c3ccccc3,-5.5532102962
CCCCC1OC(C)CC(C)(C)O1,-2.4532973596
CCO[P](=S)(OCC)Oc1cc(Cl)c(Cl)c(SC)c1,-6.0807
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29
N#CC(=NNC1=CC=C(C=C1)N=NC2=CC=CC=C2)C#N,-4.92
Nc1nc(N)nc(N)n1,-1.5592150485
Cn1cncc1C[C@H](N)C(O)=O,0.0727
CCCCCCCCCOC(C)=O,-4.4708606495
NCCc1ccc(O)c(c1)[N+]([O-])=O,-1.3399
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,-9.2047594175
NC(=O)CNC(=O)CNC(=O)OCC1=CC=CC=C1,-2.35
CC(CC/C=C(C)/CCC=O)C=C,-3.7935760497
COC1=CC2=C(C=CC(C)(C)O2)C2=C1C(=O)C1=C(N=CC=C1)N2C,-3.96
CCOc1ccc(cc1)N(C(C)=O)C(C)=O,-1.947
CCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-2.16
CCCCCCC(C(C)O)[N]1C=NC2=C1N=CN=C2N,-2.25
Cc1ccc(cc1)[S](=O)(=O)Oc2ccccc2C,-3.9417
COC(=O)C1(CCC1)[S](=O)(=O)c2ccc(Cl)cc2,-2.9996
CC=C(C)C,-2.2331509446
C1=CC(=CC=C1C(=O)NO)[N+](=O)[O-],-1.94
CCOC(=O)CC1(C)OCCO1,-0.1448235929
Cc1c(Cl)cc(cc1Cl)C2=NNC(=O)C=C2,-5.5375
OC(=O)c1ccncc1,-1.3759670992
CC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C(Cl)C=C1,-3.98
CC12CCC(=O)C=C1C=CC3C2CCC4(C)C3CCC4(O)CCC(O)=O,-5.17
[O-][N+](=O)c1oc(cc1)\C=N\N2CCCOC2=O,-3.4757
CC[S](=O)(=O)CCS[P](=S)(OC)OC,-2.5415
COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,-2.09
CC(C)C1CCC(C)CC1OO,-2.5888216416
CCC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,0.02
OC(=O)c1ccc(Br)c(c1)[N+]([O-])=O,-2.9677
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.2784
C(OCc1ccccc1)c2ccccc2,-3.695
CCO[P](=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.3522
O=C(OCc1ccccc1)c2ccccc2,-4.1776244939
C[C@H]([NH3+])C(C)(C)C,0.9861
O=C(O)C=Cc(cccc1)c1,-2.48
CC(C)(O)CCl,0.1602
N(N=Nc1ccccc1)c2ccccc2,-2.596
O=C(O)C(O)(CO)CC(O)CO,0.61
Clc1ccc(cc1)C(C(=O)C2C(=O)c3ccccc3C2=O)c4ccccc4,-3.5738
C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.3963665007
Cc1cccc(C)c1O,-1.292396158
CCCCC1(CC)C(=O)NC(=S)NC1=O,-3.14
CC(C)(C)CC(C)(C)N(c1ccccc1)c2cccc3ccccc23,-8.2900385416
NC1CONC1=O,-0.01
CC(C)COC(=O)[C@H](C)Cl,-2.5175442498
OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC8C(O)C(O)C(OC8CO)OC1C(O)C2O,-1.84
Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-1.663
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,0.0985
NCCc1c[nH]c2ccc(O)cc12,-0.945
COc1ccc(OC)cc1,-2.2455315279
COC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-5.13
CCCCCCOC1=CC(O)=C(C(=NO)C2=CC=CC=C2)C=C1,-3.47
CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-3.9049
CCc1ccccn1,0.501
CCCS[P](=O)(OCC)Oc1cnn(c1)c2ccc(Cl)cc2,-4.0388
OCN1C=NC2=C(C=N[N]2CO)C1=O,-1.72
CC(=O)Nc1ccccc1[N+]([O-])=O,-1.9093
C1CCCC1,-2.64
CCCCCCCCCCNCC(O)CO,-3.11
ClC1=CC=CC(=C1Cl)N[S](=O)(=O)C2=CC=CC=C2,-4.73
Cc1ccc(c(C)c1)[P](O)(O)=O,-1.0938
CCC(C)OC(C)=O,-1.2727
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,-5.5864
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
OC1CCCCC1,-0.3774
ClC1=CC(=C(OC2=CC=CC=C2)C=C1Cl)Cl,-6.58
COC1=C(N=CN=C1)N2CCN(CC2)CCC3=C[NH]C4=C3C=C(C[S](=O)(=O)N(C)C)C=C4,-3.76
Cc1cc(C)c(c(C)c1)[PH](O)=O,-2.7896
CCNC(C)CC,-0.21
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-7.9503
Nc1c(Cl)cc(Cl)cc1Cl,-3.6912
COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C(F)(F)F,-2.66
CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cc(ccc2Oc3ccc(Cl)cc3)C(F)(F)F)C(=O)Nc4cc(Cl)c(NC(=O)C(N=Nc5cc(ccc5Cl)C(=O)Nc6cc(ccc6Oc7ccc(Cl)cc7)C(F)(F)F)C(C)=O)cc4C,-7.6916832495
CN(C)CCOCCN(C)CCO,0.4764657364
[O-][N+](=O)c1cc(Cl)cc(Cl)c1,-3.5843334863
O=[P](Oc1ccccc1)(N2CCOCC2)N3CCOCC3,0.3925
OC(=O)COc1ccccc1[N+]([O-])=O,-2.016
CN(C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O,-1.49
ClCc1ccc(cc1)c2ccc(CCl)cc2,-10.098913562
O[S](=O)(=O)C(Cl)[S](O)(=O)=O,0.6765
NC(=O)N[C@@H](Cc1ccccc1)C([O-])=O,-2.0958
CC(C)CCCC(C)CCO,-3.3932597866000003
OC(=O)CSCC(O)=O,0.4255
OC(=O)CNCCC#N,0.3237
COCC(NC(C)=O)C(=O)NCc1ccccc1,-3.3984573794
OC(=O)c1[nH]cnc1C(O)=O,-2.4944
N(C(CCC1)CC)C1,-1.5
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144
CC(C)(C)C(=O)OC[N]1C=C2C(=O)NC=NC2=N1,-2.17
C1c2ccccc2c3ccc4ccccc4c13,-6.678
CNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-2.85
CCl,-0.88
CC1=NNC(=O)N(C1)\N=C\c2cccnc2,-2.8745
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=C[NH]C=N5)NC(=O)C6CCCCN6C(=O)C7CCC=NN7C1=O,-2.6
C=CCOc1nc(OCC=C)nc(OCC=C)n1,-2.8742257802
CN(CCO)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.4036850425
CC(C)CC(N)C(=O)NCC(=O)NCC(=O)O,0.31
CCCC[N+]([O-])=O,-1.3506
CC1=CC(=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1)Cl,-4.32
OCc1cccc(O)c1,-0.2678
N,1.4518068893
CC1(C)Nc2cccc3cccc(N1)c23,-2.9298988951
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.506108364
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-4.9242
CCC(C)(C)Cl,-2.5105450102
N[C@@H]([C@H](O)[C@@H](O)COC(N)=O)C(=O)N[C@@H]([C@H]1O[C@H](C(O)C1O)N2C=C(CO)C(=O)NC2=O)C(O)=O,0.2946
CCC(N)=O,-4.23
CCCC(=O)OCCC(C)C,-2.9328521233
CC(=O)C1CCC2C3CCC4=CC(=O)CC(O)C4(C)C3CCC12C,-3.82
CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC4CCCCN4C)C=C1,-5.82
NCCCCCCCCCCC(O)=O,-2.4007753619
FCCCl,-0.5291
BrC1CCCCC1,-2.2943
CCC(C)(C)C1CCC(=NO)C(C1)=NO,-3.9652
CC(C(O)=O)C1=CC2=C(C=C1)C3=C([NH]2)C=CC(=C3)Cl,-4.7
NCCCC(O)=O,1.1006
CC(O)C[N]1C(=NC=C1[N+]([O-])=O)C,-0.74
CC(C)CCNCC1=CC=CC(C(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,-1.5
COC(=O)C[S](=O)(=O)c1ccccc1,-1.1406
CCCC(C)(C)CO,-1.4391
OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,-1.4690725372
CC1=NC(=NC(=C1)C2CC2)NC3=CC=CC=C3,-4.05
CCOCCO,1.0452
Nc1cccc(O)c1,-0.6229628479
CCOC1=CC=C(C=C1)N=C=S,-4.26
C=CCCC=C,-2.6867
COC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,-2.08
COC(=O)CC(=O)OC,0.0273419683
CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.7917820609
Oc1ccc(Cl)c2cccnc12,-3.9756
O=C1NC=NC2=C1C=N[N]2COC(=O)C3=CC=CC=C3,-4.05
COC(=O)C1=CC=C(OC(C)=O)C=C1,-2.5
CC(C)C(C)(C)O,-0.411
COC(=O)c1ccc(O)cc1,-1.827
Clc1cccc(I)c1,-3.55
[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOC(=O)c3ccccc3)CCC#N,-7.1697361359
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,-3.2408
Cc1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C,-5.4994176265
CCCCC1(CCCC)C(=O)NC(=O)NC1=O,-2.8756
CC(=O)OC[C@H]([C@@H](OC(C)=O)c1ccccc1)[N+]([O-])=O,-3.972
CCCCCCCCCCCCCCCO,-6.3476
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.4901
COC1=CC2=C(C=C1OC)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC=CO4,-5.63
ClCC(=O)N(CC=C)CC=C,-0.9452
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.8269
CCSC(=S)NC(CC(=O)O)C(=O)O,-1.38
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.0109
N#CSCSc1sc2ccccc2n1,-3.2803
O=C1NC=Cc2ccccc12,-2.4842
OC(=O)C1=CC(=O)C=C(O1)C(O)=O,-1.1097
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.8955
O=C1NC(=O)C2(CCCCCCCCC2)C(=O)N1,-4.59
CN(CC(O)=O)C(N)=N,-0.9387416733
C1OC1CN(CC2CO2)c3ccc(Cc4ccc(cc4)N(CC5CO5)CC6CO6)cc3,-4.6620645831
CCC(=O)OOC(=O)CC,-0.9634
n(c(N(Cc(cccc1)c1)CCN(C)C)ccc2)c2,-2.64
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O,-3.7003596507
CCC,-2.84
CC(Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1)C(O)=O,-3.092
CNC(=O)Oc1cccc(C)c1,-1.803
[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,-3.8866
COC(=O)C1=CC=C(N=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC)C(F)(F)F,-3.89
NS(=O)(=O)C1=CC(C(=O)C2=CC(CN3CCOCC3)=CC=C2)=CS1,-1.92
Clc1cc(Cl)c(c(Cl)c1)c2ccccc2Cl,-6.65
CC1=C(Cl)C(Cl)=C(Cl)C(CC2=CC=C(Cl)C=C2)=C1,-8.18
CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)N5CCCCC5=O,-4.6282058436
NC(=O)COC(=O)c1ccccc1,-1.6405
CC=CC(=O)Nc1ccc(O)cc1,-2.6464
OC(=O)c1cc(Br)nn1c2ncccc2Cl,-1.4489346424
Oc1ccccc1C(=O)N2CCOCC2,-1.7037
CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,-1.99
Fc1ccccc1Br,-2.6958
CCOC(=O)COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-5.8729
CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-5.5968
CCCCCS[S](=O)CCCCC,-3.1711
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,-3.3637
CCCCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.44
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3.0625087471
OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0.0119
NCCN,1.2211
CNC1CN(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,-5.31
C=CC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.12
CC1=C(O)C(=O)C=CO1,-1.063
ClC(Br)CBr,-2.5546
O=C(CCCN1CCC(O)(C2=CC=C(Cl)C=C2)CC1)C1=CC=CC=C1,-3.35
CC(=O)OCc1ccccc1,-1.6853
C=CC(=O)N1CCOCC1,0.8502575853000001
CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1,-2.28
c1ccc2c(c1)cnc3ccccc23,-2.7763
C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1,-4.65
CC(CCO[N+](=O)O)O[N+](=O)O,-1.66
ClC(=O)OCCOCCOC(Cl)=O,-4.8865490032
CCCOC(C)C,-1.3373
OCc1ccccc1O,-0.2946
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.27
C1(=O)NC(=O)NC(C(=O)O)=C1,-1.93
Clc1c(Cl)cc(Cl)cc1c2c(Cl)cc(Cl)cc2Cl,-8.71
CCCCOC(=O)CCOCC,-1.6391
O=C(O)CCCCCCC,-2.3
CCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-3.1
Nc1nc2nc[nH]c2c(n1)C(F)(F)F,-3.1346
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)C(=C2)Cl,-4.94
COc1ccc(cc1)C(=O)CSc2cccc(OC)c2,-5.284725265
CC1CCC(O)CC1,-0.8815
OCc1ccc(Br)cc1,-1.9295
BrC1=CC=C(C2=CC=C(Br)C=C2)C=C1,-7.74
CCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.7007
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005
O=C1C(O)C2CC3N1CCC31C3=C(C=CC=C3)N3C(=O)C=CC2C31,-2.11
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.62
O=[Ce]=O,-9.1459110865
CCOCOCOCC,-0.1277
COCCC(=O)OC,0.8026937067000001
CC(=O)O[C@@H](C(O)=O)c1ccccc1,-1.2313
CC(C)CNC(=O)N1CCNC1=O,-2.1538
CCSCCS[P](=S)(OC)OC,-3.0905
CCC(C)(N)C(O)=O,0.38
Oc1cc2ccccc2cc1C(=O)Nc3ccc(Cl)cc3,-5.4738386427
CNC(=O)O\N=C(/C)SC,-0.4466
O=C(O)C1=CC=C(N=NC2=CC=C(O)C=C2)C=C1,-4.38
CCOC(=O)c1[nH]c(C=O)c(CC)c1C,-2.7186
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3.834
CN1CC(CC1=O)C(O)=O,-0.954
NS(=O)(=O)C1=CC(S(=O)(=O)C2=CC=C(O)C=C2)=CO1,-2.4
Nc1ccc2ccccc2c1,-2.8795
OC(=O)c1ccc(nc1)C(O)=O,-2.1296
COC1=CC=C(N(C)C(N)=O)C=C1,-1.16
CCC1(CC=C)C(=O)NC(=O)NC1=O,-1.61
COc1ccc(C(=O)Cc2c(CCN(C)C)cc3OCOc3c2OC)c(C(O)=O)c1OC,-2.535
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,-2.2702
O=C1NC(=O)C2CCCC12,0.1553573817
CC1=CC(=C(C(=C1)C)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O)C,-2.7
Clc1cc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2cc1Cl,-10.9486
CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2,-2.350745656
CC(=O)NC(=O)NC(C)=O,-0.3137
CC(C)OC(=O)C(F)(F)F,-1.336078753
C1Cc2c3ccc4ccccc4c3cc5cccc1c25,-7.8613
FC(F)CCl,-0.9229632085
CCCCCCCC/C=C/CCCCCCCC(=O)NCCCN(C)C,-4.1492593891
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575
CCC1=CNC(=O)N=C1N,-1.0197
Nc1ccc(SC#N)cc1,-2.6015
O=C(C1=CC=CC=C1)C2=NC=CC=C2,-2.02
CCOC(=O)CC(=O)C(F)(F)F,-1.6630244633000002
CCC(O)=O,1.1303048889
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c2ccccc2,-4.4404
CN2C(=O)ON(c1ccc(Cl)c(Cl)c1)C2=O,-2.82
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.4617160697000005
CC1=CC(=CC=C1)[N+](=O)[O-],-2.46
CC(C(N)=O)S(=O)(=O)C1=CC=CC=C1,-1.64
[O-][N+](=O)Cc1ccc2ccccc2n1,-2.0545
Cc1cccc(Cc2ccccc2)c1Cc3ccccc3,-7.179920248999999
OC(=O)CN(C[P](O)(O)=O)C[P](O)(O)=O,-0.0256
O=C(OCCOC(=O)c1ccccc1)c2ccccc2,-5.0700925015
CC1=CCC(=O)O1,-0.293
CCCC(C)(COC(N)=O)COC(N)=O,-1.74
OC(=O)c1cccc(C(O)=O)c1C(O)=O,-0.8370000000000001
COc1cc(C([O-])=O)c(cc1OC)[N+]([O-])=O,-0.7543
ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl,-5.1712348525
CC(C)C(C)(C)C,-4.36
C1=CC2=C3C(=C1)C=CC=C3C4=CC=CC5=CC=CC2=C45,-8.7
CCC(CO)(COCC=C)COCC=C,-1.7182484471
CN(C)C(=O)C1=CC=C(C=C1)[N+](=O)[O-],-1.27
CC(C)(O)C1CCC(C)(O1)C=C,-1.7997284582
C[C@H](CC1=CC=CC=C1)N(C)CC#C,-2.51
CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O,-1.8507
CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12,-3.0256
CCCCCCCI,-4.8102
Nc1c(Oc2ccccc2)c(Oc3ccccc3)c(N)c4C(=O)c5ccccc5C(=O)c14,-8.2716565948
O=P(Oc1ccc(O)cc1C)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C,-6.7
CCCCCC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1C=CC=C4,-8.57
Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13,-8.6461429905
COC1=CC(Cl)=C(Cl)C(Cl)=C1O,-3.66
CCCOC(=O)c1cc(O)c(O)c(O)c1,-1.7827
CC(=O)c1ccc(O)c(O)c1O,-2.0216
CC(O)CCC1CCCCC1,-2.7673615716000004
CC(C)(C)C1CCC(=O)CC1,-2.4173816076
C(CCCO[N+](=O)O)CCCO[N+](=O)O,-3.4
O=C1OC(=Nc2ccccc12)c3ccccc3,-4.6084
CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.7524
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.288092629
ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1)Cl,-7.96
O=[S]1OCCO1,0.2214
CC(C)N(N=O)C(C)C,-1.0006
CC1NC(=O)C2=C(C=CC=C2)N(CC(O)C(O)C(O)CO)C1=O,-1.51
Fc1cc(Br)cc(F)c1F,-3.2102979357
CC1=CC2=CC=CC(O)=C2N=C1C,-3.32
CC(C)(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3.36
OC1=CC=C(C=C1)N=C=S,-2.67
OCC1OC(C(O)C1O)N2C=CC(=O)CC2=O,-0.77
CN(O)C(=O)C1CCCCCC1,-1.45
O=C1NC(=O)C2=C(N1)NC(=O)C=N2,-3.34
CC(C)CCC(C)O,-1.375
CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,-6.295424349
